Model,Model_Command,Max_Simulation_Time,Worker_Thread_Count,Schedule_Queue_Count,Block_Size,is_LP_Migration_ON,GVT_Method,GVT_Period,State_Save_Period,Simulation_Runtime_(secs.),Number_of_Objects,Local_Positive_Events_Sent,Remote_Positive_Events_Sent,Local_Negative_Events_Sent,Remote_Negative_Events_Sent,Primary_Rollbacks,Secondary_Rollbacks,Coast_Forwarded_Events,Cancelled_Events,Events_Processed,Events_Committed,Average_Memory_Usage_(MB)
epidemic,./epidemic_sim-mmodel_100k_ba.dat,6000,6,1,32,off,asynchronous,1000,32,40.6301,100000,9183054,0,0,0,0,0,0,0,9183054,9183054,691
epidemic,./epidemic_sim-mmodel_100k_ba.dat,6000,6,1,64,off,asynchronous,1000,32,35.0337,100000,9183054,0,0,0,0,0,0,0,9183054,9183054,700
epidemic,./epidemic_sim-mmodel_100k_ba.dat,6000,6,1,128,off,asynchronous,1000,32,33.0267,100000,9183054,0,0,0,0,0,0,0,9183054,9183054,701
epidemic,./epidemic_sim-mmodel_100k_ba.dat,6000,6,1,256,off,asynchronous,1000,32,33.1029,100000,9183054,0,0,0,0,0,0,0,9183054,9183054,703
epidemic,./epidemic_sim-mmodel_100k_ba.dat,6000,6,2,32,off,asynchronous,1000,32,27.7846,100000,9681162,0,502133,0,124194,2518,2085707,502133,9698709,9179029,829
epidemic,./epidemic_sim-mmodel_100k_ba.dat,6000,6,2,64,off,asynchronous,1000,32,29.642,100000,9886383,0,709733,0,144625,4671,2462349,709733,9896788,9176650,847
epidemic,./epidemic_sim-mmodel_100k_ba.dat,6000,6,2,128,off,asynchronous,1000,32,29.8155,100000,9874704,0,698014,0,143576,4518,2392375,698014,9885838,9176690,843
epidemic,./epidemic_sim-mmodel_100k_ba.dat,6000,6,2,256,off,asynchronous,1000,32,31.5708,100000,9918595,0,743427,0,151947,4881,2579954,743427,9927144,9175168,845
epidemic,./epidemic_sim-mmodel_100k_ba.dat,6000,6,3,32,off,asynchronous,1000,32,27.0645,100000,9824816,0,645533,0,134974,8854,2363487,645533,9867336,9179283,894
epidemic,./epidemic_sim-mmodel_100k_ba.dat,6000,6,3,64,off,asynchronous,1000,32,29.1986,100000,9938225,0,760203,0,149352,12128,2653369,760203,9986112,9178022,903
epidemic,./epidemic_sim-mmodel_100k_ba.dat,6000,6,3,128,off,asynchronous,1000,32,30.0516,100000,9890089,0,711628,0,144470,10646,2533725,711628,9934840,9178461,888
epidemic,./epidemic_sim-mmodel_100k_ba.dat,6000,6,3,256,off,asynchronous,1000,32,31.0596,100000,9874679,0,695948,0,147543,10011,2581507,695948,9926341,9178731,886
epidemic,./epidemic_sim-mmodel_100k_ba.dat,6000,6,6,32,off,asynchronous,1000,32,29.9635,100000,9892228,0,712216,0,143004,14446,2582991,712216,9959717,9180012,958
epidemic,./epidemic_sim-mmodel_100k_ba.dat,6000,6,6,64,off,asynchronous,1000,32,30.222,100000,9950003,0,770525,0,151663,15232,2741613,770525,10021137,9179478,959
epidemic,./epidemic_sim-mmodel_100k_ba.dat,6000,6,6,128,off,asynchronous,1000,32,30.3289,100000,9943945,0,764267,0,143295,17297,2628741,764267,10018244,9179678,968
epidemic,./epidemic_sim-mmodel_100k_ba.dat,6000,6,6,256,off,asynchronous,1000,32,32.0205,100000,9932711,0,753179,0,151954,15135,2741567,753179,10004886,9179532,966
epidemic,./epidemic_sim-mmodel_100k_ba.dat,6000,6,1,32,off,asynchronous,1000,32,40.6301,100000,9183054,0,0,0,0,0,0,0,9183054,9183054,691
epidemic,./epidemic_sim-mmodel_100k_ba.dat,6000,6,1,64,off,asynchronous,1000,32,35.0337,100000,9183054,0,0,0,0,0,0,0,9183054,9183054,700
epidemic,./epidemic_sim-mmodel_100k_ba.dat,6000,6,1,128,off,asynchronous,1000,32,33.0267,100000,9183054,0,0,0,0,0,0,0,9183054,9183054,701
epidemic,./epidemic_sim-mmodel_100k_ba.dat,6000,6,1,256,off,asynchronous,1000,32,33.1029,100000,9183054,0,0,0,0,0,0,0,9183054,9183054,703
epidemic,./epidemic_sim-mmodel_100k_ba.dat,6000,6,2,32,off,asynchronous,1000,32,27.7846,100000,9681162,0,502133,0,124194,2518,2085707,502133,9698709,9179029,829
epidemic,./epidemic_sim-mmodel_100k_ba.dat,6000,6,2,64,off,asynchronous,1000,32,29.642,100000,9886383,0,709733,0,144625,4671,2462349,709733,9896788,9176650,847
epidemic,./epidemic_sim-mmodel_100k_ba.dat,6000,6,2,128,off,asynchronous,1000,32,29.8155,100000,9874704,0,698014,0,143576,4518,2392375,698014,9885838,9176690,843
epidemic,./epidemic_sim-mmodel_100k_ba.dat,6000,6,2,256,off,asynchronous,1000,32,31.5708,100000,9918595,0,743427,0,151947,4881,2579954,743427,9927144,9175168,845
epidemic,./epidemic_sim-mmodel_100k_ba.dat,6000,6,3,32,off,asynchronous,1000,32,27.0645,100000,9824816,0,645533,0,134974,8854,2363487,645533,9867336,9179283,894
epidemic,./epidemic_sim-mmodel_100k_ba.dat,6000,6,3,64,off,asynchronous,1000,32,29.1986,100000,9938225,0,760203,0,149352,12128,2653369,760203,9986112,9178022,903
epidemic,./epidemic_sim-mmodel_100k_ba.dat,6000,6,3,128,off,asynchronous,1000,32,30.0516,100000,9890089,0,711628,0,144470,10646,2533725,711628,9934840,9178461,888
epidemic,./epidemic_sim-mmodel_100k_ba.dat,6000,6,3,256,off,asynchronous,1000,32,31.0596,100000,9874679,0,695948,0,147543,10011,2581507,695948,9926341,9178731,886
epidemic,./epidemic_sim-mmodel_100k_ba.dat,6000,6,6,32,off,asynchronous,1000,32,29.9635,100000,9892228,0,712216,0,143004,14446,2582991,712216,9959717,9180012,958
epidemic,./epidemic_sim-mmodel_100k_ba.dat,6000,6,6,64,off,asynchronous,1000,32,30.222,100000,9950003,0,770525,0,151663,15232,2741613,770525,10021137,9179478,959
epidemic,./epidemic_sim-mmodel_100k_ba.dat,6000,6,6,128,off,asynchronous,1000,32,30.3289,100000,9943945,0,764267,0,143295,17297,2628741,764267,10018244,9179678,968
epidemic,./epidemic_sim-mmodel_100k_ba.dat,6000,6,6,256,off,asynchronous,1000,32,32.0205,100000,9932711,0,753179,0,151954,15135,2741567,753179,10004886,9179532,966
