Model,Model_Command,Max_Simulation_Time,Worker_Thread_Count,Schedule_Queue_Count,Block_Size,is_LP_Migration_ON,GVT_Method,GVT_Period,State_Save_Period,Simulation_Runtime_(secs.),Number_of_Objects,Local_Positive_Events_Sent,Remote_Positive_Events_Sent,Local_Negative_Events_Sent,Remote_Negative_Events_Sent,Primary_Rollbacks,Secondary_Rollbacks,Coast_Forwarded_Events,Cancelled_Events,Events_Processed,Events_Committed,Average_Memory_Usage_(MB)
traffic,./traffic_sim,10000,8,1,64,off,asynchronous,1000,32,22.3956,10000,6231143,0,16,0,9,0,152,16,6231143,6231127,202
traffic,./traffic_sim,10000,8,1,128,off,asynchronous,1000,32,21.8343,10000,6231260,0,133,0,86,0,1317,133,6231260,6231127,203
traffic,./traffic_sim,10000,8,1,256,off,asynchronous,1000,32,21.4363,10000,6231838,0,711,0,565,4,8499,711,6231851,6231127,206
traffic,./traffic_sim,10000,4,2,32,off,asynchronous,1000,32,15.2015,10000,6238865,0,7738,0,1817,178,32445,7738,6239687,6231127,247
traffic,./traffic_sim,10000,4,2,64,off,asynchronous,1000,32,15.0639,10000,6290915,0,59788,0,6633,2341,168835,59788,6295285,6231127,270
traffic,./traffic_sim,10000,4,2,128,off,asynchronous,1000,32,16.5634,10000,6330233,0,99106,0,9347,4390,264859,99106,6339819,6231127,269
traffic,./traffic_sim,10000,4,2,256,off,asynchronous,1000,32,16.021,10000,6288497,0,57370,0,6729,2439,174045,57370,6295692,6231127,263
traffic,./traffic_sim,10000,8,2,32,off,asynchronous,1000,32,10.7428,10000,6231500,0,373,0,197,2,3135,373,6231500,6231127,268
traffic,./traffic_sim,10000,8,2,64,off,asynchronous,1000,32,10.3782,10000,6307144,0,76017,0,7521,2979,194374,76017,6309057,6231127,310
traffic,./traffic_sim,10000,8,2,128,off,asynchronous,1000,32,11.1999,10000,6233200,0,2073,0,853,27,14426,2073,6233281,6231127,262
traffic,./traffic_sim,10000,8,2,256,off,asynchronous,1000,32,12.1124,10000,6309024,0,77897,0,8666,3092,217862,77897,6313322,6231127,275
traffic,./traffic_sim,10000,4,4,32,off,asynchronous,1000,32,12.0056,10000,6414747,0,183620,0,17136,8429,486117,183620,6438701,6231127,319
traffic,./traffic_sim,10000,4,4,64,off,asynchronous,1000,32,12.5706,10000,6311990,0,80863,0,9146,3738,231836,80863,6328463,6231127,283
traffic,./traffic_sim,10000,4,4,128,off,asynchronous,1000,32,12.3159,10000,6452258,0,221131,0,19032,10769,573190,221131,6483470,6231127,322
traffic,./traffic_sim,10000,4,4,256,off,asynchronous,1000,32,13.3345,10000,6425436,0,194309,0,18035,8819,519684,194309,6445669,6231127,311
traffic,./traffic_sim,10000,8,4,32,off,asynchronous,1000,32,8.23907,10000,6315846,0,84719,0,8413,3303,218027,84719,6316863,6231127,311
traffic,./traffic_sim,10000,8,4,64,off,asynchronous,1000,32,8.37325,10000,6469666,0,238539,0,19560,10811,598502,238539,6486259,6231127,379
traffic,./traffic_sim,10000,8,4,128,off,asynchronous,1000,32,8.74845,10000,6334600,0,103473,0,10073,4207,263565,103473,6337916,6231127,314
traffic,./traffic_sim,10000,8,4,256,off,asynchronous,1000,32,9.0453,10000,6443312,0,212185,0,20878,9047,559297,212185,6453671,6231127,359
traffic,./traffic_sim,10000,16,1,32,off,asynchronous,1000,32,23.8363,10000,6231371,0,244,0,112,2,1827,244,6231373,6231127,193
traffic,./traffic_sim,10000,16,1,64,off,asynchronous,1000,32,22.4037,10000,6231346,0,219,0,144,0,2105,219,6231349,6231127,197
traffic,./traffic_sim,10000,16,1,128,off,asynchronous,1000,32,21.7368,10000,6234221,0,3094,0,1306,48,21448,3094,6234249,6231127,203
traffic,./traffic_sim,10000,16,1,256,off,asynchronous,1000,32,19.1656,10000,6242757,0,11630,0,6605,163,104527,11630,6243034,6231127,217
traffic,./traffic_sim,10000,32,1,32,off,asynchronous,1000,32,25.3144,10000,6231332,0,205,0,182,0,3033,205,6231336,6231127,185
traffic,./traffic_sim,10000,32,1,64,off,asynchronous,1000,32,22.1448,10000,6232107,0,980,0,815,6,12658,980,6232142,6231127,189
traffic,./traffic_sim,10000,32,1,128,off,asynchronous,1000,32,20.0343,10000,6239851,0,8724,0,6457,71,100715,8724,6240220,6231127,202
traffic,./traffic_sim,10000,32,1,256,off,asynchronous,1000,32,27.2329,10000,7765717,0,1534590,0,247490,54591,5400983,1534590,7872464,6231127,381
traffic,./traffic_sim,10000,64,1,32,off,asynchronous,1000,32,24.2616,10000,6232163,0,1036,0,933,8,14586,1036,6232201,6231127,185
traffic,./traffic_sim,10000,64,1,64,off,asynchronous,1000,32,21.1386,10000,6239209,0,8082,0,6524,55,101791,8082,6239685,6231127,194
traffic,./traffic_sim,10000,64,1,128,off,asynchronous,1000,32,31.5833,10000,7953348,0,1722221,0,262257,62769,5865673,1722221,8075935,6231127,409
traffic,./traffic_sim,10000,16,2,32,off,asynchronous,1000,32,11.4249,10000,6236366,0,5239,0,1348,97,24161,5239,6236393,6231127,251
traffic,./traffic_sim,10000,16,2,64,off,asynchronous,1000,32,10.0711,10000,6258955,0,27828,0,4132,904,88821,27828,6259946,6231127,286
traffic,./traffic_sim,10000,16,2,128,off,asynchronous,1000,32,10.2147,10000,6232487,0,1360,0,902,10,14018,1360,6232561,6231127,260
traffic,./traffic_sim,10000,16,2,256,off,asynchronous,1000,32,9.33395,10000,6246690,0,15563,0,7390,309,121467,15563,6248559,6231127,283
traffic,./traffic_sim,10000,32,2,32,off,asynchronous,1000,32,10.5368,10000,6233876,0,2749,0,1102,28,18305,2749,6233933,6231127,235
traffic,./traffic_sim,10000,32,2,64,off,asynchronous,1000,32,10.2649,10000,6239386,0,8259,0,2298,194,38218,8259,6239552,6231127,243
traffic,./traffic_sim,10000,32,2,256,off,asynchronous,1000,32,12.9674,10000,7838365,0,1607238,0,250960,59724,5589838,1607238,7978487,6231127,447
traffic,./traffic_sim,10000,64,2,32,off,asynchronous,1000,32,11.3577,10000,6251499,0,20372,0,4226,616,80766,20372,6253750,6231127,233
traffic,./traffic_sim,10000,64,2,64,off,asynchronous,1000,32,9.53612,10000,6239121,0,7994,0,4768,103,75794,7994,6239313,6231127,237
traffic,./traffic_sim,10000,64,2,128,off,asynchronous,1000,32,14.2066,10000,7937151,0,1706012,0,260735,62532,5826172,1706012,8066523,6231139,406
traffic,./traffic_sim,10000,16,4,32,off,asynchronous,1000,32,6.1568,10000,6272306,0,41179,0,5791,1431,124779,41179,6274789,6231127,346
traffic,./traffic_sim,10000,16,4,64,off,asynchronous,1000,32,6.12211,10000,6505526,0,274399,0,23622,12053,684407,274399,6521149,6231127,422
traffic,./traffic_sim,10000,16,4,128,off,asynchronous,1000,32,6.36338,10000,6320705,0,89578,0,10993,3617,263488,89578,6326459,6231127,355
traffic,./traffic_sim,10000,16,4,256,off,asynchronous,1000,32,7.20251,10000,6354753,0,123626,0,20878,4623,445292,123626,6364857,6231127,345
traffic,./traffic_sim,10000,32,4,32,off,asynchronous,1000,32,5.98372,10000,6382977,0,151850,0,13866,6394,390881,151850,6384895,6231127,374
traffic,./traffic_sim,10000,32,4,64,off,asynchronous,1000,32,5.72616,10000,6281847,0,50720,0,7573,1803,161490,50720,6283873,6231127,383
traffic,./traffic_sim,10000,32,4,128,off,asynchronous,1000,32,5.40336,10000,6289480,0,58353,0,14024,1879,262324,58353,6295109,6231127,385
traffic,./traffic_sim,10000,32,4,256,off,asynchronous,1000,32,7.5777,10000,7424719,0,1193592,0,209707,43184,4446019,1193592,7533229,6231127,494
traffic,./traffic_sim,10000,64,4,32,off,asynchronous,1000,32,6.34301,10000,6280411,0,49284,0,7567,1626,158171,49284,6281298,6231127,282
traffic,./traffic_sim,10000,64,4,64,off,asynchronous,1000,32,5.67317,10000,6242204,0,11077,0,6012,147,95917,11077,6242709,6231127,329
traffic,./traffic_sim,10000,64,4,128,off,asynchronous,1000,32,8.33326,10000,7679826,0,1448699,0,236056,52101,5126018,1448699,7807420,6231127,458
traffic,./traffic_sim,10000,16,8,32,off,asynchronous,1000,32,5.38334,10000,6509455,0,278328,0,25990,12021,721844,278328,6530018,6231127,428
traffic,./traffic_sim,10000,16,8,64,off,asynchronous,1000,32,5.0356,10000,6490046,0,258919,0,25544,11390,693786,258919,6512396,6231127,458
traffic,./traffic_sim,10000,16,8,128,off,asynchronous,1000,32,5.40774,10000,6443105,0,211978,0,23181,8859,602079,211978,6456836,6231127,476
traffic,./traffic_sim,10000,16,8,256,off,asynchronous,1000,32,5.27241,10000,6493777,0,262650,0,35192,10521,820725,262650,6507511,6231127,453
traffic,./traffic_sim,10000,32,8,32,off,asynchronous,1000,32,4.34987,10000,6265822,0,34695,0,7080,973,134037,34695,6268429,6231127,420
traffic,./traffic_sim,10000,32,8,64,off,asynchronous,1000,32,4.12975,10000,6376687,0,145560,0,18113,5711,430285,145560,6386123,6231127,482
traffic,./traffic_sim,10000,32,8,128,off,asynchronous,1000,32,3.96873,10000,6298568,0,67441,0,15445,2177,291097,67441,6304868,6231127,506
traffic,./traffic_sim,10000,64,8,32,off,asynchronous,1000,32,4.24685,10000,6295190,0,64063,0,8902,1884,171514,64063,6306394,6231127,414
traffic,./traffic_sim,10000,64,8,64,off,asynchronous,1000,32,4.47478,10000,6251274,0,20147,0,8938,413,147713,20147,6254081,6231127,388
traffic,./traffic_sim,10000,64,8,128,off,asynchronous,1000,32,6.44559,10000,7466591,0,1235464,0,201640,40766,4242924,1235464,7577797,6231127,519
traffic,./traffic_sim,10000,16,16,32,off,asynchronous,1000,32,4.06943,10000,6584193,0,353066,0,39386,14082,961745,353066,6609254,6231127,569
traffic,./traffic_sim,10000,16,16,64,off,asynchronous,1000,32,4.07987,10000,6720527,0,489400,0,47211,20046,1252343,489400,6742137,6231127,602
traffic,./traffic_sim,10000,16,16,128,off,asynchronous,1000,32,3.97759,10000,6542741,0,311614,0,36856,12683,891356,311614,6570865,6231127,545
traffic,./traffic_sim,10000,16,16,256,off,asynchronous,1000,32,3.90894,10000,6615813,0,384686,0,52502,15376,1203063,384686,6642167,6231127,597
traffic,./traffic_sim,10000,32,16,32,off,asynchronous,1000,32,3.72951,10000,6395860,0,164733,0,23725,5956,515965,164733,6410257,6231127,554
traffic,./traffic_sim,10000,32,16,64,off,asynchronous,1000,32,3.74066,10000,6408818,0,177691,0,24888,6166,542715,177691,6416788,6231127,570
traffic,./traffic_sim,10000,32,16,128,off,asynchronous,1000,32,4.17872,10000,6375231,0,144104,0,27572,4898,549819,144104,6386490,6231127,519
traffic,./traffic_sim,10000,64,16,32,off,asynchronous,1000,32,3.63027,10000,6256440,0,25313,0,9039,532,155356,25313,6260415,6231127,466
traffic,./traffic_sim,10000,64,16,64,off,asynchronous,1000,32,4.41127,10000,6260299,0,29172,0,13657,568,223777,29172,6265437,6231127,404
traffic,./traffic_sim,10000,64,16,128,off,asynchronous,1000,32,5.60063,10000,7250008,0,1018881,0,179415,33862,3681637,1018881,7340702,6231127,488
traffic,./traffic_sim,10000,64,16,256,off,asynchronous,1000,32,17.1546,10000,10411341,0,4180089,0,441303,142282,11313482,4180089,10763064,6231252,509
traffic,./traffic_sim,10000,64,1,256,off,asynchronous,1000,32,31.3022,10000,8672186,0,2440798,0,342141,82923,7855363,2440798,8901266,6231388,474
traffic,./traffic_sim,10000,32,2,128,off,asynchronous,1000,32,10.1566,10000,6456563,0,225436,0,35023,10378,800835,225436,6500877,6231127,367
traffic,./traffic_sim,10000,64,4,256,off,asynchronous,1000,32,11.1083,10000,8621587,0,2390241,0,341780,82603,7794341,2390241,8883616,6231346,462
traffic,./traffic_sim,10000,32,8,256,off,asynchronous,1000,32,5.6951,10000,7219823,0,988696,0,183905,35738,3828638,988696,7311317,6231127,544
traffic,./traffic_sim,10000,32,16,256,off,asynchronous,1000,32,5.14613,10000,7437445,0,1206318,0,200798,47565,4403225,1206318,7556316,6231127,592
traffic,./traffic_sim,10000,4,1,32,off,asynchronous,1000,32,22.4861,10000,6231127,0,0,0,0,0,0,0,6231127,6231127,203
traffic,./traffic_sim,10000,4,1,64,off,asynchronous,1000,32,23.3114,10000,6231127,0,0,0,0,0,0,0,6231127,6231127,203
traffic,./traffic_sim,10000,4,1,128,off,asynchronous,1000,32,23.2335,10000,6231127,0,0,0,0,0,0,0,6231127,6231127,211
traffic,./traffic_sim,10000,4,1,256,off,asynchronous,1000,32,24.0263,10000,6231143,0,16,0,16,0,181,16,6231143,6231127,208
traffic,./traffic_sim,10000,8,1,32,off,asynchronous,1000,32,22.4953,10000,6231129,0,2,0,2,0,35,2,6231129,6231127,202
traffic,./traffic_sim,10000,8,1,64,off,asynchronous,1000,32,19.2423,10000,6231131,0,4,0,3,0,38,4,6231131,6231127,211
traffic,./traffic_sim,10000,8,1,128,off,asynchronous,1000,32,21.2329,10000,6231176,0,49,0,43,0,695,49,6231176,6231127,205
traffic,./traffic_sim,10000,8,1,256,off,asynchronous,1000,32,20.5294,10000,6231586,0,459,0,452,2,7049,459,6231602,6231127,213
traffic,./traffic_sim,10000,4,2,32,off,asynchronous,1000,32,14.5221,10000,6235392,0,4265,0,1153,76,19580,4265,6235469,6231127,254
traffic,./traffic_sim,10000,4,2,64,off,asynchronous,1000,32,14.7934,10000,6259971,0,28844,0,3766,1022,86523,28844,6261892,6231127,260
traffic,./traffic_sim,10000,4,2,128,off,asynchronous,1000,32,15.5489,10000,6282690,0,51563,0,5944,1975,146463,51563,6286474,6231127,267
traffic,./traffic_sim,10000,4,2,256,off,asynchronous,1000,32,16.0884,10000,6264487,0,33360,0,4862,1208,108152,33360,6268381,6231127,255
traffic,./traffic_sim,10000,8,2,32,off,asynchronous,1000,32,10.5739,10000,6276952,0,45825,0,4841,1695,119588,45825,6277475,6231127,283
traffic,./traffic_sim,10000,8,2,64,off,asynchronous,1000,32,10.8095,10000,6235783,0,4656,0,1384,83,23765,4656,6236125,6231127,268
traffic,./traffic_sim,10000,8,2,128,off,asynchronous,1000,32,11.1908,10000,6233376,0,2249,0,895,32,14433,2249,6233682,6231127,259
traffic,./traffic_sim,10000,8,2,256,off,asynchronous,1000,32,11.7807,10000,6236829,0,5702,0,1554,141,27230,5702,6237036,6231127,252
traffic,./traffic_sim,10000,4,4,32,off,asynchronous,1000,32,12.584,10000,6324335,0,93208,0,8788,3818,240984,93208,6327715,6231127,282
traffic,./traffic_sim,10000,4,4,64,off,asynchronous,1000,32,12.4349,10000,6355555,0,124428,0,12452,5705,345552,124428,6374086,6231127,310
traffic,./traffic_sim,10000,4,4,128,off,asynchronous,1000,32,12.8602,10000,6372760,0,141633,0,13772,6743,391980,141633,6393943,6231127,301
traffic,./traffic_sim,10000,4,4,256,off,asynchronous,1000,32,13.1904,10000,6341343,0,110216,0,11606,5014,306938,110216,6356456,6231127,306
traffic,./traffic_sim,10000,8,4,32,off,asynchronous,1000,32,8.09643,10000,6519857,0,288730,0,22504,13703,706892,288730,6548357,6231127,360
traffic,./traffic_sim,10000,8,4,64,off,asynchronous,1000,32,8.21856,10000,6320201,0,89074,0,9363,3521,241028,89074,6325354,6231127,341
traffic,./traffic_sim,10000,8,4,128,off,asynchronous,1000,32,8.32164,10000,6313270,0,82143,0,9218,3265,232251,82143,6318251,6231127,340
traffic,./traffic_sim,10000,8,4,256,off,asynchronous,1000,32,8.95668,10000,6488804,0,257677,0,23936,12020,680937,257677,6510770,6231127,359
traffic,./traffic_sim,10000,16,1,32,off,asynchronous,1000,32,24.7431,10000,6231180,0,53,0,41,0,572,53,6231180,6231127,190
traffic,./traffic_sim,10000,16,1,64,off,asynchronous,1000,32,19.3239,10000,6231396,0,269,0,146,1,2110,269,6231397,6231127,206
traffic,./traffic_sim,10000,16,1,128,off,asynchronous,1000,32,21.048,10000,6232895,0,1768,0,1062,10,16361,1768,6232927,6231127,200
traffic,./traffic_sim,10000,32,1,32,off,asynchronous,1000,32,25.6665,10000,6231332,0,205,0,179,0,2598,205,6231337,6231127,186
traffic,./traffic_sim,10000,32,1,64,off,asynchronous,1000,32,22.3815,10000,6232070,0,943,0,796,1,11897,943,6232104,6231127,189
traffic,./traffic_sim,10000,32,1,128,off,asynchronous,1000,32,19.7538,10000,6238493,0,7366,0,5899,55,92726,7366,6238869,6231127,205
traffic,./traffic_sim,10000,32,1,256,off,asynchronous,1000,32,27.4103,10000,7772691,0,1541564,0,247776,55254,5432934,1541564,7890352,6231127,381
traffic,./traffic_sim,10000,64,1,32,off,asynchronous,1000,32,24.1321,10000,6232222,0,1095,0,1018,3,16224,1095,6232274,6231127,184
traffic,./traffic_sim,10000,64,1,64,off,asynchronous,1000,32,21.0639,10000,6239120,0,7993,0,6450,57,99981,7993,6239529,6231127,196
traffic,./traffic_sim,10000,16,2,32,off,asynchronous,1000,32,10.4051,10000,6232718,0,1591,0,658,23,10865,1591,6232749,6231127,250
traffic,./traffic_sim,10000,16,2,64,off,asynchronous,1000,32,10.0149,10000,6234452,0,3325,0,955,90,17490,3325,6235142,6231127,266
traffic,./traffic_sim,10000,16,2,128,off,asynchronous,1000,32,9.16679,10000,6239069,0,7942,0,2202,251,40914,7942,6240879,6231127,257
traffic,./traffic_sim,10000,16,2,256,off,asynchronous,1000,32,10.2815,10000,6240635,0,9508,0,5950,109,94208,9508,6241204,6231127,257
traffic,./traffic_sim,10000,32,2,32,off,asynchronous,1000,32,11.2064,10000,6235683,0,4556,0,1414,92,23601,4556,6235750,6231127,228
traffic,./traffic_sim,10000,32,2,64,off,asynchronous,1000,32,10.1169,10000,6238093,0,6966,0,2349,106,38734,6966,6238327,6231127,239
traffic,./traffic_sim,10000,32,2,128,off,asynchronous,1000,32,10.4561,10000,6521277,0,290150,0,43620,12883,1000999,290150,6566284,6231127,367
traffic,./traffic_sim,10000,32,2,256,off,asynchronous,1000,32,12.9588,10000,7755133,0,1524006,0,244776,55606,5361176,1524006,7877663,6231127,431
traffic,./traffic_sim,10000,64,2,32,off,asynchronous,1000,32,10.6643,10000,6232811,0,1684,0,1154,14,18030,1684,6232951,6231127,222
traffic,./traffic_sim,10000,64,2,64,off,asynchronous,1000,32,9.55563,10000,6239783,0,8656,0,4864,116,77548,8656,6239973,6231127,238
traffic,./traffic_sim,10000,64,2,128,off,asynchronous,1000,32,16.7011,10000,7929779,0,1698619,0,260411,62106,5822918,1698619,8065320,6231160,417
traffic,./traffic_sim,10000,16,4,32,off,asynchronous,1000,32,6.22038,10000,6243113,0,11986,0,3089,258,54209,11986,6244068,6231127,352
traffic,./traffic_sim,10000,16,4,64,off,asynchronous,1000,32,6.26509,10000,6264915,0,33788,0,5541,1023,110950,33788,6266045,6231127,355
traffic,./traffic_sim,10000,16,4,128,off,asynchronous,1000,32,6.26997,10000,6311393,0,80266,0,10275,3238,244985,80266,6318395,6231127,368
traffic,./traffic_sim,10000,16,4,256,off,asynchronous,1000,32,6.49906,10000,6255621,0,24494,0,9035,480,151223,24494,6256604,6231127,357
traffic,./traffic_sim,10000,32,4,32,off,asynchronous,1000,32,5.97086,10000,6244813,0,13686,0,3339,366,60930,13686,6246023,6231127,353
traffic,./traffic_sim,10000,32,4,64,off,asynchronous,1000,32,5.44401,10000,6243077,0,11950,0,3429,317,61854,11950,6244624,6231127,344
traffic,./traffic_sim,10000,32,4,128,off,asynchronous,1000,32,5.52381,10000,6266332,0,35205,0,11189,1096,198084,35205,6272314,6231127,366
traffic,./traffic_sim,10000,32,4,256,off,asynchronous,1000,32,7.93387,10000,7482663,0,1251536,0,214916,46437,4590579,1251536,7601997,6231127,526
traffic,./traffic_sim,10000,64,4,32,off,asynchronous,1000,32,6.16416,10000,6306354,0,75227,0,10751,2902,236846,75227,6312225,6231127,318
traffic,./traffic_sim,10000,64,4,64,off,asynchronous,1000,32,5.7927,10000,6296765,0,65638,0,14960,2282,287783,65638,6307058,6231127,368
traffic,./traffic_sim,10000,64,4,128,off,asynchronous,1000,32,7.93765,10000,7653591,0,1422464,0,235930,51551,5116461,1422464,7765699,6231127,461
traffic,./traffic_sim,10000,16,8,32,off,asynchronous,1000,32,5.01568,10000,6725377,0,494250,0,40018,22244,1202582,494250,6754718,6231127,487
traffic,./traffic_sim,10000,16,8,64,off,asynchronous,1000,32,5.32282,10000,6533235,0,302108,0,28019,12630,769968,302108,6547838,6231127,455
traffic,./traffic_sim,10000,16,8,128,off,asynchronous,1000,32,4.58754,10000,6581536,0,350409,0,33790,14842,920088,350409,6596170,6231127,497
